neighborhood,garage_type,lot_area,house_age,overall_qual,gr_liv_area,kitchen_qual,garage_area,total_bsmt_sf,bsmt_qual,saleprice
Somerst,Detchd,3180,1,7,1200,4,480.0,600.0,4.0,151000
CollgCr,Attchd,4435,7,6,848,4,420.0,848.0,4.0,143750
Mitchel,Detchd,7689,37,5,796,3,336.0,796.0,4.0,131900
Mitchel,Attchd,8286,30,5,1432,3,531.0,716.0,4.0,157000
IDOTRR,Detchd,10690,89,5,1344,3,468.0,672.0,3.0,147000
Gilbert,Attchd,7795,5,7,1432,4,432.0,716.0,4.0,188500
NridgHt,Attchd,7052,1,7,1364,4,484.0,1364.0,4.0,185850
Sawyer,Attchd,9308,41,5,984,3,310.0,984.0,3.0,126000
NAmes,Detchd,8125,50,5,864,3,308.0,864.0,3.0,118000
StoneBr,Attchd,8035,1,9,1612,5,556.0,1612.0,5.0,319900
Mitchel,Detchd,7937,22,6,1003,3,588.0,1003.0,3.0,142500
NAmes,Attchd,9600,59,5,1200,3,246.0,1200.0,3.0,129900
NridgHt,Attchd,6955,1,7,1368,4,474.0,1368.0,4.0,202500
Sawyer,Attchd,21370,56,5,1640,3,394.0,0.0,0.0,131000
CollgCr,Attchd,10126,11,6,1838,3,721.0,1838.0,4.0,185000
NPkVill,Attchd,2364,31,6,1456,3,440.0,855.0,4.0,138000
OldTown,Detchd,3600,96,6,1368,3,216.0,684.0,3.0,114504
Edwards,Detchd,8741,65,6,1487,3,220.0,735.0,3.0,113000
IDOTRR,Detchd,5436,88,4,1154,4,240.0,796.0,3.0,125500
Sawyer,Detchd,14149,43,5,1020,3,528.0,980.0,3.0,165000
OldTown,Attchd,5000,106,5,1440,3,352.0,540.0,3.0,79000
Somerst,Detchd,2544,5,6,1236,4,480.0,600.0,4.0,152000
BrkSide,Detchd,5000,59,6,1664,3,420.0,1004.0,3.0,159000
NAmes,Attchd,12493,48,4,1100,3,312.0,1100.0,3.0,141000
NAmes,Attchd,10368,42,6,1488,3,430.0,1008.0,3.0,167000
BrkSide,Detchd,6360,68,5,1453,4,240.0,835.0,3.0,132000
SawyerW,Attchd,10357,17,7,1442,4,719.0,910.0,4.0,179900
Sawyer,Detchd,9819,43,5,900,3,280.0,882.0,3.0,122000
NAmes,Attchd,7936,46,6,1045,3,264.0,1045.0,3.0,127000
NAmes,Attchd,8773,4,6,1419,4,543.0,1487.0,4.0,190000
Sawyer,Detchd,11235,43,5,1452,3,572.0,1420.0,4.0,158450
Sawyer,Attchd,12886,46,5,1464,3,480.0,520.0,4.0,175000
Gilbert,Attchd,14892,3,9,1746,5,758.0,1746.0,5.0,377500
BrkSide,Detchd,6240,80,5,1536,3,480.0,928.0,3.0,138400
CollgCr,Attchd,11645,1,7,1734,4,660.0,1734.0,4.0,260000
NridgHt,Attchd,14977,1,8,1976,4,908.0,1976.0,5.0,440000
CollgCr,Attchd,9100,8,7,1212,4,573.0,1212.0,4.0,178000
NAmes,Attchd,8400,38,5,1052,3,288.0,1052.0,3.0,138500
Sawyer,Detchd,7420,45,5,1057,3,576.0,1057.0,3.0,132000
Edwards,Attchd,9525,53,6,1609,3,305.0,1000.0,3.0,149900
BrkSide,Attchd,7425,63,7,1668,4,252.0,672.0,3.0,108000
CollgCr,Detchd,7990,33,5,924,3,280.0,924.0,4.0,110000
Blueste,Attchd,1300,29,6,1229,3,462.0,561.0,4.0,124000
OldTown,none,5500,51,4,882,3,0.0,882.0,3.0,103200
Somerst,Attchd,3606,1,7,1352,4,466.0,1352.0,5.0,194000
Sawyer,Attchd,8978,39,5,948,3,300.0,948.0,3.0,108000
Sawyer,Attchd,9079,48,5,864,3,440.0,864.0,3.0,122000
ClearCr,Basment,1700,26,7,1700,4,450.0,430.0,4.0,148400
Edwards,Attchd,9571,51,5,1276,3,350.0,1276.0,3.0,60000
SawyerW,Attchd,9938,14,7,1626,4,534.0,1602.0,4.0,226500
IDOTRR,Detchd,9000,57,2,480,3,308.0,480.0,3.0,35311
Edwards,none,7840,31,6,1012,3,0.0,976.0,4.0,127500
Mitchel,Attchd,12395,24,5,889,3,484.0,864.0,3.0,137500
Edwards,Attchd,9638,31,6,1117,3,542.0,1029.0,3.0,147000
NridgHt,BuiltIn,13418,2,8,2452,4,691.0,1117.0,5.0,309000
Crawfor,Attchd,17597,38,7,2365,5,551.0,1803.0,4.0,315000
NAmes,Detchd,8872,43,5,912,4,576.0,912.0,3.0,147000
Blmngtn,Attchd,3982,0,8,1567,5,648.0,1520.0,4.0,264561
NAmes,Detchd,7134,52,5,1360,3,572.0,384.0,3.0,130000
Somerst,Detchd,2117,7,6,1525,4,440.0,756.0,4.0,177000
IDOTRR,none,8155,78,5,1200,3,0.0,780.0,4.0,119000
SWISU,Detchd,5500,2,7,1073,3,246.0,1073.0,4.0,157000
Sawyer,Attchd,11553,38,5,1159,3,336.0,1051.0,3.0,158000
NAmes,Detchd,7150,52,4,1540,2,352.0,1190.0,3.0,115000
Sawyer,Detchd,6285,30,5,894,3,308.0,894.0,4.0,120750
Somerst,Attchd,7500,10,7,1674,4,663.0,814.0,4.0,216000
MeadowV,Attchd,2001,37,4,1092,3,286.0,546.0,3.0,75000
Veenker,Attchd,19508,34,6,1430,3,484.0,1430.0,3.0,192000
Sawyer,Detchd,7176,28,6,1040,3,616.0,960.0,3.0,160500
CollgCr,Attchd,10652,1,7,1494,4,840.0,1494.0,4.0,279500
Sawyer,Detchd,11235,45,5,1075,4,440.0,981.0,4.0,148000
Sawyer,Attchd,10265,41,5,992,4,294.0,992.0,3.0,145000
NoRidge,Attchd,14541,13,8,2520,4,796.0,1338.0,4.0,310000
NAmes,Attchd,10184,43,6,1146,3,294.0,1083.0,3.0,165000
NoRidge,Attchd,46589,15,8,2448,4,711.0,1629.0,4.0,402000
Somerst,Attchd,10625,3,7,1958,4,936.0,1026.0,4.0,250000
MeadowV,none,1470,36,4,630,3,0.0,630.0,4.0,73000
NAmes,none,9000,35,5,1792,3,0.0,896.0,4.0,136000
NridgHt,Attchd,5911,1,9,1565,5,556.0,1560.0,5.0,282500
Somerst,Attchd,8987,5,8,1595,4,880.0,1595.0,4.0,221500
Crawfor,Attchd,17871,12,4,1680,4,628.0,1680.0,4.0,170000
NAmes,Attchd,11500,42,6,1040,3,480.0,1040.0,3.0,163000
NoRidge,Attchd,12257,12,8,2531,4,752.0,1318.0,4.0,290000
NoRidge,Attchd,9044,11,8,2538,4,933.0,1325.0,4.0,330000
BrDale,Detchd,1680,36,6,987,3,264.0,483.0,3.0,111000
CollgCr,Attchd,9468,7,6,1755,3,530.0,840.0,4.0,214000
NAmes,Detchd,9373,55,5,1152,3,636.0,1152.0,3.0,137500
Somerst,Attchd,7000,6,7,1884,5,581.0,926.0,4.0,240900
NoRidge,Attchd,10186,18,7,1923,4,564.0,750.0,4.0,190000
CollgCr,Attchd,11664,7,7,1611,4,1231.0,1569.0,4.0,250000
Veenker,Attchd,10768,31,5,1437,4,528.0,1437.0,4.0,218000
NWAmes,Attchd,10530,14,7,2075,4,473.0,1148.0,4.0,255000
Gilbert,Attchd,14859,0,7,1670,4,690.0,1670.0,4.0,240000
CollgCr,Attchd,10481,1,8,2140,4,894.0,2140.0,4.0,360000
NAmes,Attchd,9350,43,5,1265,4,502.0,1219.0,3.0,179900
ClearCr,none,18030,61,5,3086,5,0.0,1598.0,3.0,200500
OldTown,none,5925,99,3,968,3,0.0,600.0,3.0,37900
Timber,Attchd,6718,6,8,1312,4,471.0,1267.0,5.0,180500
SawyerW,BuiltIn,11855,9,7,2787,3,820.0,1168.0,5.0,269500
Gilbert,BuiltIn,12394,4,7,1733,4,433.0,847.0,4.0,225000
IDOTRR,Detchd,7000,67,6,1215,4,720.0,720.0,3.0,141000
NridgHt,Attchd,10367,1,9,1743,5,927.0,1739.0,5.0,335000
CollgCr,Attchd,15240,33,5,1026,3,308.0,1026.0,4.0,150000
Veenker,Attchd,50271,25,9,1842,4,894.0,1842.0,5.0,385000
NAmes,Attchd,13600,44,7,1986,3,486.0,768.0,3.0,205000
CollgCr,Attchd,6762,4,7,1208,4,632.0,1187.0,4.0,206000
CollgCr,Attchd,8500,3,7,1422,4,626.0,1422.0,4.0,179600
Edwards,Detchd,8877,55,4,1220,3,396.0,836.0,2.0,102000
NWAmes,Attchd,15611,31,5,1126,5,540.0,1126.0,4.0,175000
NAmes,Attchd,13300,50,5,1384,3,896.0,1015.0,3.0,159000
Edwards,Detchd,6500,32,6,1127,3,480.0,1127.0,3.0,135000
Edwards,Attchd,9525,52,6,1855,3,325.0,994.0,3.0,136900
Sawyer,Attchd,6993,45,5,1236,3,288.0,912.0,3.0,135000
NoRidge,Attchd,9430,10,8,2365,4,856.0,1252.0,4.0,337000
NWAmes,Attchd,11029,38,6,2654,4,619.0,1054.0,3.0,250000
NWAmes,Attchd,14311,12,8,2340,4,787.0,1236.0,4.0,306000
Edwards,none,10800,22,5,1200,3,0.0,1200.0,4.0,179000
Somerst,Detchd,3604,1,7,1392,4,540.0,689.0,4.0,146000
IDOTRR,Detchd,10320,92,6,2180,3,720.0,1138.0,3.0,161000
NWAmes,Attchd,10603,33,6,1610,4,480.0,1610.0,3.0,205000
Timber,Attchd,4084,22,7,1501,4,512.0,1277.0,4.0,241500
Sawyer,Attchd,7943,46,4,1029,3,261.0,1029.0,3.0,118500
ClearCr,BuiltIn,6930,48,5,1352,4,288.0,1062.0,3.0,130000
OldTown,Detchd,7200,67,5,1072,3,379.0,808.0,3.0,130000
StoneBr,Attchd,16052,0,10,2698,5,736.0,1850.0,5.0,535000
Sawyer,Attchd,7150,47,5,912,3,252.0,912.0,3.0,123000
Edwards,none,6012,53,4,1152,3,0.0,0.0,0.0,82000
OldTown,Detchd,5350,88,7,1450,3,288.0,624.0,3.0,132000
OldTown,Detchd,5400,85,5,1073,3,326.0,1073.0,3.0,108480
Sawyer,Attchd,9535,39,5,1458,3,512.0,1176.0,3.0,165000
SawyerW,Attchd,7441,1,7,1486,4,566.0,1461.0,4.0,181000
Sawyer,Attchd,15400,48,5,1774,3,384.0,552.0,3.0,165000
Mitchel,Attchd,10544,41,5,1479,3,275.0,864.0,3.0,161000
Somerst,Attchd,10936,0,8,1504,4,510.0,1504.0,4.0,199000
Timber,BuiltIn,11316,8,7,1894,4,510.0,817.0,4.0,214900
Somerst,Attchd,8640,0,8,1278,4,584.0,1278.0,4.0,198600
NoRidge,BuiltIn,12090,8,8,2263,4,420.0,1141.0,4.0,258000
SawyerW,BuiltIn,7939,9,7,2787,3,820.0,1168.0,5.0,269500
Gilbert,Attchd,7750,6,7,1414,4,403.0,707.0,4.0,176000
NAmes,Attchd,9350,43,6,1302,4,309.0,1302.0,4.0,158000
Gilbert,BuiltIn,7750,7,8,1419,4,527.0,408.0,4.0,184100
NWAmes,Attchd,13001,36,6,1220,3,944.0,1625.0,3.0,170000
Crawfor,BuiltIn,13607,23,6,1982,3,501.0,572.0,3.0,208000
CollgCr,Attchd,4435,6,6,848,4,420.0,848.0,4.0,140000
Crawfor,Attchd,3843,2,8,1648,5,482.0,1596.0,5.0,230000
StoneBr,Attchd,5950,19,8,1337,4,462.0,1337.0,4.0,188500
Crawfor,Attchd,12400,66,5,1717,3,410.0,901.0,4.0,194000
NAmes,Attchd,10425,52,5,1104,3,384.0,1104.0,3.0,133000
CollgCr,Attchd,16269,31,5,907,3,343.0,907.0,4.0,140000
CollgCr,Attchd,8998,8,7,1652,4,532.0,782.0,4.0,207500
NWAmes,Attchd,10400,42,6,2640,4,515.0,932.0,3.0,256900
OldTown,Detchd,10134,67,5,1034,3,240.0,735.0,3.0,109000
SawyerW,Attchd,7007,30,5,1513,3,400.0,0.0,0.0,113722
CollgCr,Attchd,11645,4,8,1498,4,844.0,1498.0,5.0,237000
NAmes,2Types,8250,44,5,1053,4,692.0,1053.0,3.0,142100
NAmes,Attchd,11027,52,6,1293,3,452.0,1178.0,3.0,149900
NridgHt,Attchd,12350,1,9,2020,5,896.0,2020.0,5.0,404000
NAmes,Attchd,18275,44,7,2448,3,441.0,1438.0,3.0,277500
SawyerW,Attchd,9206,25,6,1732,4,476.0,741.0,4.0,178000
NridgHt,Attchd,6240,3,8,1324,4,550.0,1324.0,4.0,254000
OldTown,Detchd,9656,87,2,832,3,780.0,678.0,2.0,12789
Gilbert,Attchd,7875,12,7,1253,3,402.0,1237.0,4.0,176000
NridgHt,Attchd,16259,0,9,2596,4,840.0,1249.0,5.0,342643
Sawyer,Attchd,6173,40,5,902,3,288.0,876.0,3.0,125500
Timber,Attchd,12890,19,6,1495,3,438.0,1495.0,4.0,150000
Somerst,Attchd,10440,0,8,1584,5,594.0,1574.0,4.0,261329
SawyerW,none,7500,4,7,1080,4,0.0,1080.0,4.0,141000
NAmes,Attchd,9532,54,4,1647,3,280.0,1105.0,3.0,153000
Blmngtn,Attchd,3922,1,7,1258,4,648.0,1258.0,5.0,172500
BrkSide,Detchd,8730,92,6,1396,3,384.0,698.0,3.0,153575
IDOTRR,Detchd,6060,77,5,1001,4,216.0,837.0,3.0,124900
NridgHt,Attchd,14450,1,9,2121,5,732.0,2121.0,5.0,415298
OldTown,Detchd,5400,89,6,1480,3,207.0,972.0,3.0,119000
Somerst,Attchd,10000,1,8,1588,4,825.0,1588.0,4.0,227000
NAmes,Attchd,10007,49,5,1053,4,312.0,1053.0,3.0,145500
OldTown,Detchd,7830,85,3,492,3,200.0,492.0,2.0,61500
NAmes,Attchd,11727,37,7,1851,3,506.0,1851.0,3.0,192100
IDOTRR,Detchd,10320,94,6,1403,3,308.0,698.0,3.0,116000
NAmes,Attchd,10482,49,6,1138,3,264.0,588.0,3.0,145000
NridgHt,Attchd,15274,6,9,2452,5,886.0,2452.0,5.0,445000
CollgCr,Detchd,8800,32,5,1040,4,484.0,1040.0,4.0,150500
Gilbert,Attchd,10000,17,6,1655,3,440.0,763.0,4.0,175900
NWAmes,Attchd,10140,35,6,1116,3,528.0,1116.0,3.0,167900
Gilbert,BuiltIn,14054,0,7,1863,4,660.0,879.0,4.0,219210
SawyerW,Attchd,11218,18,6,1845,4,462.0,1055.0,4.0,189000
NAmes,Attchd,8856,51,5,1176,3,292.0,1176.0,3.0,136500
Sawyer,Detchd,7800,44,5,892,4,416.0,864.0,3.0,137900
OldTown,Detchd,7200,99,5,1022,3,280.0,1022.0,3.0,85000
NAmes,Detchd,10680,55,5,2136,3,528.0,2136.0,3.0,137900
Gilbert,Attchd,9535,10,6,1604,3,472.0,926.0,4.0,195500
SWISU,Detchd,6858,95,6,1647,2,216.0,806.0,4.0,128000
Sawyer,Detchd,8100,47,5,864,4,420.0,864.0,3.0,135000
CollgCr,Detchd,9216,33,5,1076,3,576.0,1076.0,3.0,143195
BrkSide,Detchd,9100,78,5,935,3,308.0,742.0,3.0,79500
SawyerW,Attchd,12774,5,7,1663,4,478.0,835.0,4.0,192500
OldTown,Detchd,6000,59,5,1328,3,308.0,768.0,3.0,129500
Gilbert,BuiltIn,10364,12,6,1572,3,373.0,806.0,4.0,168000
BrkSide,Detchd,6000,69,6,1342,3,240.0,739.0,3.0,105000
NAmes,Detchd,10530,36,6,981,3,576.0,981.0,3.0,143250
CollgCr,Attchd,9525,13,5,1099,4,352.0,1099.0,4.0,144000
SawyerW,Attchd,8880,16,7,2110,4,463.0,948.0,4.0,205000
Mitchel,Attchd,8410,33,6,1026,3,528.0,970.0,4.0,143000
Somerst,Attchd,4385,7,9,1419,5,588.0,1419.0,5.0,290000
NridgHt,Attchd,12919,1,9,2364,5,820.0,2330.0,5.0,611657
CollgCr,Detchd,12464,13,5,1040,4,576.0,1040.0,4.0,152000
StoneBr,Attchd,5005,18,8,1280,4,506.0,1280.0,4.0,191500
NridgHt,BuiltIn,9591,3,8,2473,4,852.0,1143.0,5.0,317000
Sawyer,Attchd,6960,67,7,1302,4,224.0,680.0,3.0,165250
Edwards,Attchd,9825,42,5,1092,3,264.0,1092.0,3.0,123000
Sawyer,Attchd,14175,52,6,1188,3,621.0,988.0,3.0,185000
NAmes,Detchd,7400,44,7,1045,3,528.0,1045.0,3.0,120000
NWAmes,Attchd,10738,41,6,1093,3,484.0,1093.0,3.0,158500
SawyerW,Attchd,8366,4,6,1640,4,520.0,798.0,4.0,173000
NAmes,CarPort,9842,45,4,1224,3,462.0,0.0,0.0,101800
SWISU,Detchd,7200,73,7,1135,4,576.0,560.0,4.0,155000
OldTown,Detchd,10230,84,5,1078,5,264.0,1054.0,3.0,125000
OldTown,Attchd,8626,51,4,968,3,331.0,0.0,0.0,104500
NridgHt,Attchd,8834,5,9,2224,5,738.0,1462.0,5.0,350000
NAmes,Detchd,8544,56,3,1040,3,400.0,0.0,0.0,93500
CollgCr,Attchd,9179,9,7,1790,4,588.0,873.0,4.0,193000
Crawfor,Detchd,11526,86,6,2555,3,672.0,588.0,5.0,191000
OldTown,Detchd,5684,76,6,813,4,270.0,813.0,3.0,110000
CollgCr,BuiltIn,11885,8,8,1872,5,531.0,1299.0,4.0,261500
NAmes,Attchd,9600,53,5,1050,3,338.0,1050.0,3.0,128900
NoRidge,Attchd,17242,13,9,3500,5,959.0,1733.0,5.0,584500
Edwards,Attchd,10215,53,4,948,3,248.0,864.0,3.0,111000
BrkSide,Detchd,8550,81,5,1316,3,576.0,750.0,2.0,90000
NAmes,CarPort,18450,42,6,2380,3,596.0,1021.0,4.0,129000
Crawfor,Detchd,14778,54,6,1640,4,924.0,1296.0,3.0,224000
Somerst,Detchd,3180,3,6,1200,4,480.0,600.0,4.0,165000
OldTown,Detchd,3068,90,6,1324,3,180.0,662.0,3.0,122000
Timber,Attchd,8298,1,8,1564,5,502.0,1546.0,4.0,267300
NridgHt,BuiltIn,13518,1,9,3140,5,820.0,1926.0,5.0,485000
OldTown,Detchd,33120,44,6,2486,3,576.0,1595.0,3.0,220000
CollgCr,Attchd,13142,11,6,1771,4,600.0,864.0,4.0,215700
NridgHt,Attchd,11362,5,8,1836,4,862.0,1836.0,5.0,280000
NridgHt,Attchd,10845,5,8,1575,4,732.0,1603.0,4.0,284000
MeadowV,none,1936,37,4,630,3,0.0,630.0,4.0,84500
NAmes,Attchd,9760,47,6,1395,3,440.0,1395.0,3.0,192000
OldTown,Detchd,3960,76,7,1004,4,200.0,502.0,3.0,105000
CollgCr,Attchd,9100,2,7,1836,4,484.0,1860.0,4.0,216837
NAmes,Attchd,9600,48,5,1496,4,450.0,1296.0,3.0,141500
Sawyer,Attchd,9764,41,5,894,4,450.0,894.0,3.0,130000
CollgCr,none,8430,31,5,1040,3,0.0,1040.0,4.0,124000
IDOTRR,none,9060,84,5,1828,4,0.0,859.0,4.0,150909
NAmes,Attchd,12778,54,5,1008,3,280.0,1008.0,3.0,139500
Edwards,Detchd,8172,52,4,864,3,528.0,864.0,3.0,79275
Timber,Attchd,9037,1,8,1484,5,472.0,1476.0,4.0,265900
SWISU,Detchd,6292,78,6,790,3,160.0,768.0,4.0,91000
Gilbert,Attchd,11900,32,5,1934,3,567.0,1122.0,4.0,185000
NAmes,Attchd,7945,47,5,1150,3,300.0,1150.0,3.0,141000
NridgHt,Detchd,16659,0,8,2152,4,728.0,1582.0,4.0,260116
Edwards,Attchd,9340,68,4,672,3,234.0,672.0,3.0,113000
SawyerW,Attchd,11454,13,8,1511,4,811.0,1401.0,4.0,225000
NAmes,Detchd,8480,64,5,793,2,240.0,793.0,3.0,113000
Edwards,Detchd,6305,35,6,1096,3,352.0,1008.0,3.0,125200
NridgHt,BuiltIn,9709,0,8,2100,5,786.0,918.0,5.0,319500
NAmes,Attchd,10930,63,5,1558,3,288.0,913.0,3.0,140000
Timber,Attchd,50102,48,6,1650,3,518.0,1632.0,4.0,250764
NridgHt,BuiltIn,8899,1,8,2088,4,656.0,948.0,4.0,250000
Gilbert,Attchd,10237,2,6,1536,4,400.0,768.0,4.0,176000
NAmes,Attchd,9736,50,6,1721,3,464.0,1331.0,3.0,174850
NPkVill,Detchd,2364,31,6,1548,3,440.0,804.0,4.0,147000
SawyerW,Attchd,7892,31,6,918,3,264.0,918.0,4.0,99500
NridgHt,Attchd,12350,0,9,2690,5,864.0,1365.0,5.0,398800
Gilbert,Attchd,7917,8,6,1647,3,460.0,953.0,4.0,175000
NAmes,Attchd,7200,54,5,825,3,350.0,825.0,3.0,109500
NAmes,Attchd,12155,37,6,1657,3,484.0,1657.0,4.0,163500
BrkSide,none,7446,65,4,788,3,0.0,788.0,3.0,100000
NoRidge,Attchd,11025,14,8,2826,4,888.0,1334.0,5.0,334000
Sawyer,Detchd,7832,42,5,864,3,280.0,864.0,3.0,137250
Gilbert,Attchd,19378,1,7,2462,4,576.0,1392.0,4.0,320000
NAmes,Detchd,9830,51,5,1287,4,576.0,1063.0,3.0,162000
Somerst,Attchd,4403,1,7,1478,4,484.0,1470.0,5.0,222000
Gilbert,Attchd,8174,6,7,1342,4,393.0,698.0,4.0,178000
OldTown,Attchd,7200,70,5,804,4,240.0,788.0,3.0,119000
NAmes,Attchd,7590,45,5,1812,3,264.0,864.0,3.0,169500
Gilbert,BuiltIn,8795,9,7,2256,4,554.0,952.0,4.0,236000
Crawfor,Attchd,3843,1,8,1648,5,525.0,1596.0,5.0,294464
NAmes,Attchd,11075,39,6,2112,3,576.0,952.0,2.0,206900
SawyerW,BuiltIn,10142,6,7,2084,4,618.0,956.0,4.0,233000
OldTown,Detchd,7741,82,6,1032,3,280.0,1032.0,3.0,108000
Gilbert,BuiltIn,8139,13,6,1470,3,420.0,680.0,4.0,165000
CollgCr,Detchd,8982,30,5,1040,3,748.0,1040.0,4.0,134900
BrkSide,Detchd,6120,68,5,884,3,240.0,884.0,3.0,113000
CollgCr,Attchd,16561,11,5,1097,3,242.0,1097.0,4.0,147900
Edwards,none,4060,87,5,864,3,0.0,864.0,2.0,99900
NPkVill,Attchd,2308,33,6,1456,3,460.0,855.0,4.0,143000
BrkSide,Detchd,6240,72,6,1176,3,528.0,816.0,3.0,114500
Sawyer,Attchd,8789,39,5,941,3,288.0,912.0,3.0,129200
Crawfor,Attchd,5587,0,8,1652,4,482.0,1600.0,5.0,392500
Crawfor,Attchd,9042,69,7,2340,4,252.0,1152.0,3.0,266500
Gilbert,BuiltIn,8923,11,7,1382,3,396.0,384.0,4.0,177500
Mitchel,Attchd,12518,41,5,1008,4,384.0,1008.0,3.0,139500
CollgCr,BuiltIn,11069,2,6,1396,4,440.0,608.0,4.0,170000
NAmes,Attchd,8800,43,6,2154,3,539.0,845.0,3.0,224500
NridgHt,BuiltIn,13262,6,8,2400,4,730.0,1082.0,4.0,290000
IDOTRR,Detchd,7758,76,7,1818,3,240.0,1040.0,3.0,169500
Mitchel,Attchd,12118,5,7,1710,4,550.0,1710.0,5.0,240000
NAmes,Attchd,9600,52,5,1150,3,288.0,1078.0,3.0,144000
NAmes,Attchd,9500,43,6,1977,3,540.0,816.0,3.0,165000
SawyerW,Attchd,7175,19,6,1332,4,542.0,1332.0,4.0,145000
Edwards,Detchd,11200,46,5,1298,3,504.0,1250.0,3.0,114000
NridgHt,Attchd,14226,1,8,1973,4,895.0,1935.0,4.0,395000
BrDale,Detchd,2760,33,6,1092,3,440.0,525.0,3.0,105500
Mitchel,Attchd,11050,12,8,1916,4,741.0,1049.0,4.0,254900
NAmes,Attchd,7200,57,5,1238,3,357.0,864.0,3.0,102000
CollgCr,Attchd,12420,8,7,1840,4,622.0,944.0,4.0,230000
BrkSide,Detchd,6120,87,5,1513,3,180.0,939.0,3.0,137500
BrkSide,Detchd,7111,80,5,1143,3,288.0,1008.0,3.0,138000
SawyerW,Attchd,19255,26,6,1338,4,576.0,520.0,4.0,156500
NAmes,Detchd,8120,39,4,864,3,463.0,864.0,3.0,124500
NWAmes,Attchd,11952,30,7,1969,3,534.0,808.0,4.0,190000
Blmngtn,Attchd,3182,1,7,1266,4,388.0,1266.0,4.0,159895
SWISU,BuiltIn,9842,87,5,2601,3,621.0,612.0,3.0,189000
Sawyer,none,8020,42,5,912,3,0.0,912.0,3.0,124000
Sawyer,Detchd,11341,53,5,1392,3,528.0,1392.0,4.0,121500
NAmes,Detchd,12436,51,5,1824,3,484.0,1824.0,3.0,146000
CollgCr,Attchd,12192,8,7,1823,4,626.0,928.0,4.0,235000
Crawfor,Attchd,3842,2,8,1646,4,525.0,1594.0,5.0,300000
MeadowV,none,1936,36,4,1092,3,0.0,546.0,3.0,90500
NAmes,Detchd,13101,43,5,1728,3,576.0,1728.0,3.0,142600
CollgCr,Attchd,9808,7,7,1573,4,544.0,1573.0,4.0,227000
Crawfor,Detchd,8145,69,7,2480,3,400.0,920.0,3.0,205000
CollgCr,Attchd,17227,8,8,1341,4,482.0,1341.0,4.0,246900
IDOTRR,Detchd,5280,113,4,1361,3,185.0,173.0,1.0,89000
Edwards,Detchd,11792,62,4,1120,2,480.0,744.0,3.0,64000
Greens,Attchd,3876,28,8,1226,4,484.0,1226.0,4.0,170000
NridgHt,BuiltIn,13891,1,9,2822,5,1020.0,1734.0,5.0,582933
OldTown,Detchd,6000,81,6,1103,4,440.0,1103.0,3.0,110500
Edwards,Attchd,8240,47,6,1179,3,622.0,1179.0,3.0,110000
Edwards,none,9405,62,5,698,3,0.0,698.0,3.0,118000
NridgHt,BuiltIn,10625,5,7,2046,4,871.0,998.0,4.0,284000
NAmes,Attchd,9247,46,6,1716,3,490.0,858.0,3.0,171000
SawyerW,BuiltIn,10628,5,7,1812,4,478.0,835.0,4.0,193000
Mitchel,Attchd,11000,31,5,1178,3,502.0,1090.0,4.0,135000
Crawfor,Detchd,9399,87,7,1636,4,288.0,818.0,3.0,167000
OldTown,Detchd,7200,56,4,864,3,528.0,576.0,3.0,105000
CollgCr,Attchd,10264,7,7,1588,4,472.0,1588.0,4.0,214000
NridgHt,BuiltIn,13215,2,8,1914,4,746.0,1420.0,4.0,279000
NWAmes,Attchd,10530,31,6,1875,4,485.0,675.0,3.0,184500
OldTown,Detchd,6000,59,3,1183,3,308.0,649.0,3.0,120000
SawyerW,Attchd,7703,17,6,1730,4,528.0,816.0,4.0,171500
Somerst,Detchd,4251,1,7,1250,4,528.0,625.0,4.0,164700
SawyerW,Attchd,12128,17,6,2559,5,506.0,868.0,4.0,209000
Blmngtn,Attchd,3072,2,7,1548,4,388.0,1365.0,4.0,225000
Edwards,none,8410,96,5,1184,3,0.0,658.0,3.0,81000
Somerst,Attchd,15218,0,8,1670,4,928.0,1670.0,5.0,336820
SawyerW,Attchd,14364,19,7,2062,3,454.0,1157.0,4.0,277000
NAmes,Detchd,8680,47,5,894,3,312.0,894.0,3.0,117600
NAmes,Attchd,9600,59,6,1668,3,271.0,856.0,3.0,140000
CollgCr,Attchd,11778,0,9,1766,5,874.0,1751.0,5.0,395039
Gilbert,Attchd,15810,0,6,1496,4,572.0,768.0,4.0,181755
SawyerW,Attchd,11024,1,7,1400,4,612.0,1400.0,4.0,186800
NAmes,Attchd,8970,44,5,2140,3,549.0,744.0,3.0,177500
OldTown,Detchd,10800,80,4,968,3,216.0,656.0,3.0,64500
Somerst,Attchd,4835,6,7,1488,4,506.0,1488.0,5.0,260000
Blmngtn,Attchd,3710,0,7,1266,4,388.0,1266.0,4.0,185485
BrkSide,Detchd,6120,78,5,875,3,180.0,715.0,3.0,105000
Veenker,Attchd,9600,31,6,1855,3,512.0,528.0,3.0,187000
NWAmes,Attchd,14145,22,7,1621,4,440.0,1208.0,4.0,202500
NridgHt,Attchd,9926,2,7,1614,4,878.0,1614.0,4.0,245700
SawyerW,Attchd,8012,27,6,1266,3,283.0,630.0,3.0,128000
NridgHt,Attchd,10240,1,8,2098,5,878.0,1030.0,4.0,275500
Gilbert,Attchd,10762,10,7,1983,4,490.0,978.0,4.0,225000
NAmes,Attchd,8000,50,5,1183,3,288.0,528.0,4.0,138000
